number_of_match,team_home,team_away,score_home,score_away,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,fouls_home,fouls_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,goal_kicks_home,goal_kicks_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,last_season_position_home,last_season_position_away
385,Leeds United,West Bromwich Albion,3.0,1.0,64.0,36.0,17.0,14.0,9.0,5.0,3.0,6.0,5.0,3.0,8.0,3.0,12.0,12.0,0.0,0.0,11.0,12.0,8.0,12.0,9.0,7.0,8.0,7.0,499.0,268.0,412.0,190.0,29.0,16.0,6.0,4.0,7.0,10.0,56.0,51.0,17.0,10.0,21.0,19.0,8.0,8.0,18,18
85,Manchester United,West Bromwich Albion,1.0,0.0,63.0,37.0,17.0,7.0,7.0,2.0,2.0,4.0,8.0,1.0,8.0,2.0,12.0,17.0,0.0,0.0,16.0,12.0,8.0,6.0,11.0,6.0,6.0,1.0,663.0,385.0,562.0,300.0,36.0,24.0,4.0,2.0,18.0,14.0,71.0,46.0,25.0,7.0,13.0,13.0,14.0,20.0,3,18
360,Arsenal,West Bromwich Albion,3.0,1.0,66.0,34.0,15.0,12.0,7.0,1.0,5.0,7.0,3.0,4.0,6.0,6.0,7.0,9.0,0.0,0.0,8.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0,576.0,288.0,497.0,210.0,15.0,26.0,3.0,6.0,7.0,5.0,37.0,38.0,11.0,12.0,11.0,14.0,12.0,13.0,8,18
37,Southampton,West Bromwich Albion,2.0,0.0,62.0,38.0,13.0,5.0,7.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,19.0,10.0,0.0,0.0,10.0,17.0,6.0,9.0,8.0,3.0,5.0,2.0,522.0,325.0,400.0,226.0,23.0,23.0,3.0,1.0,6.0,9.0,50.0,54.0,13.0,12.0,21.0,18.0,15.0,17.0,11,18
115,Newcastle United,West Bromwich Albion,2.0,1.0,45.0,55.0,12.0,13.0,7.0,3.0,1.0,4.0,4.0,6.0,4.0,3.0,9.0,12.0,0.0,0.0,12.0,9.0,8.0,5.0,9.0,4.0,3.0,9.0,401.0,484.0,321.0,392.0,30.0,27.0,5.0,2.0,7.0,6.0,46.0,49.0,20.0,18.0,7.0,18.0,13.0,5.0,13,18
300,Chelsea,West Bromwich Albion,2.0,5.0,66.0,34.0,18.0,14.0,8.0,7.0,6.0,4.0,4.0,3.0,10.0,3.0,11.0,6.0,1.0,0.0,6.0,11.0,5.0,7.0,11.0,7.0,7.0,7.0,581.0,297.0,494.0,222.0,18.0,26.0,6.0,2.0,9.0,10.0,44.0,52.0,12.0,12.0,17.0,19.0,10.0,15.0,4,18
329,Leicester City,West Bromwich Albion,3.0,0.0,73.0,27.0,17.0,4.0,7.0,1.0,5.0,3.0,5.0,0.0,7.0,3.0,13.0,12.0,0.0,0.0,12.0,13.0,4.0,8.0,8.0,2.0,9.0,2.0,706.0,255.0,607.0,162.0,25.0,22.0,0.0,2.0,8.0,3.0,55.0,37.0,17.0,11.0,19.0,10.0,12.0,10.0,5,18
339,Aston Villa,West Bromwich Albion,2.0,2.0,70.0,30.0,24.0,10.0,11.0,4.0,7.0,5.0,6.0,1.0,11.0,4.0,14.0,9.0,0.0,0.0,9.0,14.0,7.0,11.0,16.0,4.0,8.0,6.0,551.0,240.0,468.0,139.0,29.0,15.0,11.0,5.0,10.0,6.0,54.0,47.0,22.0,17.0,13.0,10.0,7.0,8.0,17,18
188,Wolverhampton,West Bromwich Albion,2.0,3.0,68.0,32.0,23.0,12.0,6.0,5.0,10.0,5.0,7.0,2.0,11.0,0.0,10.0,14.0,0.0,0.0,14.0,8.0,4.0,12.0,15.0,8.0,8.0,4.0,549.0,270.0,457.0,181.0,27.0,15.0,10.0,0.0,18.0,3.0,75.0,52.0,31.0,22.0,12.0,19.0,10.0,7.0,7,18
86,Fulham,Everton,2.0,3.0,54.0,46.0,14.0,9.0,6.0,7.0,4.0,0.0,4.0,2.0,2.0,5.0,14.0,10.0,0.0,0.0,8.0,13.0,0.0,4.0,7.0,7.0,7.0,2.0,620.0,517.0,522.0,402.0,25.0,29.0,3.0,5.0,19.0,11.0,51.0,64.0,13.0,18.0,12.0,22.0,10.0,12.0,18,12
23,Crystal Palace,Everton,1.0,2.0,42.0,58.0,8.0,10.0,1.0,5.0,2.0,3.0,5.0,2.0,7.0,6.0,16.0,15.0,0.0,0.0,14.0,14.0,5.0,7.0,5.0,7.0,3.0,3.0,370.0,524.0,281.0,433.0,16.0,39.0,5.0,3.0,9.0,7.0,64.0,60.0,15.0,21.0,26.0,20.0,16.0,10.0,14,12
252,Liverpool,Everton,0.0,2.0,71.0,29.0,15.0,9.0,6.0,6.0,7.0,3.0,2.0,0.0,7.0,2.0,10.0,10.0,0.0,0.0,10.0,10.0,4.0,11.0,8.0,4.0,7.0,5.0,693.0,279.0,609.0,190.0,19.0,23.0,5.0,2.0,16.0,3.0,56.0,50.0,14.0,16.0,16.0,21.0,10.0,8.0,1,12
359,West Ham,Everton,0.0,1.0,69.0,31.0,11.0,9.0,0.0,3.0,6.0,4.0,5.0,2.0,5.0,6.0,8.0,10.0,0.0,0.0,10.0,8.0,5.0,8.0,8.0,7.0,3.0,2.0,606.0,278.0,546.0,206.0,17.0,19.0,6.0,3.0,7.0,14.0,45.0,63.0,12.0,17.0,16.0,24.0,3.0,6.0,16,12
293,West Bromwich Albion,Everton,0.0,1.0,48.0,52.0,11.0,11.0,3.0,3.0,3.0,2.0,5.0,6.0,3.0,3.0,9.0,7.0,0.0,0.0,6.0,7.0,2.0,4.0,7.0,5.0,4.0,6.0,450.0,500.0,361.0,405.0,33.0,22.0,2.0,2.0,14.0,12.0,42.0,62.0,13.0,23.0,9.0,20.0,15.0,7.0,18,12
7,Tottenham,Everton,0.0,1.0,52.0,48.0,9.0,15.0,5.0,4.0,1.0,7.0,3.0,4.0,5.0,3.0,15.0,7.0,0.0,0.0,6.0,14.0,8.0,4.0,8.0,10.0,1.0,5.0,552.0,529.0,470.0,450.0,19.0,41.0,6.0,2.0,5.0,18.0,38.0,65.0,18.0,15.0,9.0,19.0,4.0,19.0,6,12
148,Sheffield United,Everton,0.0,1.0,44.0,56.0,10.0,7.0,2.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,11.0,10.0,0.0,0.0,10.0,11.0,5.0,5.0,9.0,4.0,1.0,3.0,420.0,545.0,305.0,432.0,28.0,41.0,6.0,3.0,7.0,18.0,54.0,74.0,20.0,32.0,18.0,13.0,11.0,8.0,18,12
319,Brighton,Everton,0.0,0.0,55.0,45.0,23.0,8.0,3.0,1.0,10.0,6.0,10.0,1.0,10.0,3.0,12.0,7.0,0.0,0.0,7.0,12.0,7.0,10.0,15.0,3.0,8.0,5.0,503.0,400.0,410.0,311.0,31.0,32.0,2.0,3.0,6.0,9.0,42.0,43.0,11.0,16.0,18.0,7.0,11.0,19.0,15,12
103,Burnley,Everton,1.0,1.0,41.0,59.0,8.0,13.0,3.0,6.0,2.0,3.0,3.0,4.0,8.0,4.0,6.0,9.0,0.0,0.0,9.0,6.0,5.0,3.0,5.0,8.0,3.0,5.0,396.0,581.0,311.0,480.0,31.0,33.0,4.0,2.0,17.0,13.0,59.0,59.0,18.0,22.0,15.0,19.0,15.0,12.0,10,12
388,Manchester City,Everton,5.0,0.0,68.0,32.0,21.0,8.0,11.0,3.0,6.0,2.0,4.0,3.0,7.0,5.0,8.0,10.0,0.0,0.0,10.0,8.0,4.0,5.0,17.0,4.0,4.0,4.0,725.0,340.0,665.0,269.0,22.0,21.0,5.0,0.0,17.0,11.0,45.0,42.0,8.0,11.0,10.0,12.0,9.0,10.0,2,12
225,Leeds United,Everton,1.0,2.0,63.0,37.0,16.0,10.0,7.0,6.0,6.0,4.0,3.0,0.0,7.0,1.0,12.0,12.0,0.0,0.0,12.0,12.0,4.0,11.0,12.0,6.0,4.0,4.0,561.0,331.0,464.0,250.0,14.0,22.0,5.0,3.0,9.0,14.0,48.0,63.0,11.0,24.0,16.0,13.0,11.0,10.0,18,12
233,Manchester United,Everton,3.0,3.0,62.0,38.0,14.0,6.0,5.0,3.0,6.0,3.0,3.0,0.0,5.0,1.0,14.0,10.0,0.0,0.0,9.0,14.0,8.0,7.0,9.0,5.0,5.0,1.0,653.0,397.0,585.0,322.0,25.0,25.0,5.0,2.0,11.0,5.0,45.0,46.0,11.0,11.0,14.0,16.0,8.0,10.0,3,12
333,Arsenal,Everton,0.0,1.0,59.0,41.0,14.0,8.0,3.0,1.0,3.0,3.0,8.0,4.0,7.0,3.0,13.0,10.0,0.0,0.0,10.0,13.0,4.0,5.0,9.0,4.0,5.0,4.0,627.0,438.0,574.0,358.0,33.0,23.0,7.0,1.0,6.0,9.0,37.0,53.0,12.0,13.0,10.0,19.0,9.0,8.0,8,12
57,Southampton,Everton,2.0,0.0,54.0,46.0,13.0,6.0,6.0,2.0,6.0,1.0,1.0,3.0,4.0,5.0,11.0,11.0,0.0,1.0,11.0,10.0,2.0,6.0,10.0,3.0,3.0,3.0,610.0,509.0,539.0,435.0,14.0,19.0,3.0,2.0,18.0,13.0,52.0,48.0,5.0,10.0,18.0,15.0,8.0,11.0,11,12
67,Newcastle United,Everton,2.0,1.0,38.0,62.0,11.0,15.0,4.0,4.0,3.0,6.0,4.0,5.0,5.0,4.0,9.0,10.0,0.0,0.0,10.0,8.0,11.0,3.0,7.0,9.0,4.0,6.0,369.0,607.0,285.0,547.0,28.0,26.0,5.0,4.0,11.0,5.0,40.0,45.0,6.0,10.0,13.0,22.0,5.0,6.0,13,12
277,Chelsea,Everton,2.0,0.0,66.0,34.0,19.0,7.0,9.0,1.0,6.0,4.0,4.0,2.0,7.0,3.0,11.0,12.0,0.0,0.0,12.0,10.0,6.0,6.0,11.0,2.0,8.0,5.0,713.0,369.0,635.0,298.0,20.0,26.0,3.0,1.0,16.0,6.0,61.0,38.0,15.0,12.0,18.0,10.0,8.0,9.0,4,12
127,Leicester City,Everton,0.0,2.0,61.0,39.0,14.0,11.0,2.0,6.0,4.0,1.0,8.0,4.0,4.0,6.0,12.0,9.0,0.0,0.0,9.0,12.0,2.0,6.0,5.0,9.0,9.0,2.0,547.0,344.0,464.0,265.0,17.0,36.0,4.0,4.0,11.0,11.0,50.0,48.0,9.0,12.0,21.0,13.0,10.0,7.0,5,12
198,Aston Villa,Everton,0.0,0.0,58.0,42.0,13.0,15.0,2.0,5.0,7.0,9.0,4.0,1.0,9.0,1.0,9.0,12.0,0.0,0.0,12.0,8.0,8.0,11.0,7.0,10.0,6.0,5.0,502.0,362.0,421.0,295.0,33.0,30.0,4.0,6.0,12.0,6.0,47.0,45.0,16.0,22.0,7.0,9.0,6.0,8.0,17,12
177,Wolverhampton,Everton,1.0,2.0,53.0,47.0,12.0,5.0,3.0,3.0,6.0,1.0,3.0,1.0,6.0,5.0,6.0,11.0,0.0,0.0,9.0,6.0,5.0,10.0,7.0,5.0,5.0,0.0,558.0,500.0,509.0,444.0,16.0,25.0,3.0,2.0,9.0,11.0,40.0,44.0,8.0,16.0,14.0,11.0,13.0,10.0,7,12
120,Fulham,Liverpool,1.0,1.0,25.0,75.0,10.0,12.0,5.0,6.0,4.0,2.0,1.0,4.0,6.0,8.0,9.0,5.0,0.0,0.0,4.0,7.0,8.0,7.0,6.0,7.0,4.0,5.0,227.0,707.0,153.0,614.0,28.0,30.0,3.0,4.0,11.0,14.0,51.0,54.0,19.0,12.0,17.0,21.0,17.0,7.0,18,1
133,Crystal Palace,Liverpool,0.0,7.0,35.0,65.0,5.0,14.0,3.0,8.0,2.0,4.0,0.0,2.0,5.0,4.0,5.0,11.0,0.0,0.0,11.0,5.0,4.0,3.0,4.0,11.0,1.0,3.0,397.0,743.0,300.0,649.0,32.0,34.0,4.0,3.0,11.0,9.0,46.0,43.0,14.0,10.0,10.0,19.0,9.0,19.0,14,1
217,West Ham,Liverpool,1.0,3.0,33.0,67.0,8.0,14.0,2.0,5.0,3.0,6.0,3.0,3.0,6.0,4.0,7.0,8.0,0.0,0.0,4.0,6.0,9.0,7.0,6.0,10.0,2.0,4.0,365.0,785.0,280.0,700.0,22.0,23.0,5.0,2.0,6.0,8.0,36.0,39.0,12.0,12.0,15.0,13.0,18.0,4.0,16,1
370,West Bromwich Albion,Liverpool,1.0,2.0,24.0,76.0,9.0,26.0,3.0,6.0,5.0,10.0,1.0,10.0,9.0,13.0,7.0,14.0,0.0,0.0,14.0,7.0,14.0,4.0,7.0,14.0,2.0,12.0,200.0,699.0,120.0,610.0,25.0,22.0,6.0,8.0,5.0,10.0,57.0,46.0,23.0,22.0,16.0,8.0,17.0,6.0,18,1
208,Tottenham,Liverpool,1.0,3.0,50.0,50.0,3.0,14.0,2.0,7.0,1.0,6.0,0.0,1.0,1.0,2.0,9.0,11.0,0.0,0.0,10.0,7.0,7.0,3.0,1.0,11.0,2.0,3.0,592.0,587.0,498.0,504.0,27.0,21.0,0.0,3.0,10.0,13.0,46.0,41.0,12.0,11.0,14.0,10.0,11.0,16.0,6,1
267,Sheffield United,Liverpool,0.0,2.0,39.0,61.0,8.0,16.0,2.0,8.0,4.0,4.0,2.0,4.0,4.0,3.0,9.0,9.0,0.0,0.0,9.0,9.0,6.0,8.0,5.0,13.0,3.0,3.0,406.0,638.0,304.0,533.0,37.0,30.0,5.0,4.0,3.0,7.0,48.0,48.0,25.0,20.0,11.0,12.0,11.0,5.0,18,1
93,Brighton,Liverpool,1.0,1.0,40.0,60.0,11.0,6.0,3.0,2.0,6.0,1.0,2.0,3.0,4.0,3.0,9.0,13.0,0.0,0.0,13.0,8.0,2.0,11.0,7.0,3.0,4.0,3.0,352.0,526.0,272.0,428.0,28.0,24.0,3.0,2.0,13.0,7.0,60.0,46.0,13.0,18.0,22.0,13.0,14.0,8.0,15,1
380,Burnley,Liverpool,0.0,3.0,41.0,59.0,10.0,20.0,4.0,3.0,3.0,9.0,3.0,8.0,6.0,7.0,10.0,7.0,0.0,0.0,7.0,8.0,9.0,9.0,6.0,15.0,4.0,5.0,389.0,584.0,302.0,496.0,35.0,26.0,3.0,3.0,4.0,8.0,39.0,54.0,14.0,24.0,14.0,15.0,10.0,6.0,10,1
80,Manchester City,Liverpool,1.0,1.0,55.0,45.0,7.0,10.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,19.0,11.0,0.0,0.0,9.0,18.0,7.0,7.0,4.0,5.0,3.0,5.0,555.0,459.0,472.0,375.0,25.0,17.0,1.0,1.0,3.0,8.0,32.0,42.0,8.0,3.0,12.0,13.0,5.0,4.0,2,1
42,Everton,Liverpool,2.0,2.0,42.0,58.0,11.0,22.0,5.0,8.0,5.0,8.0,1.0,6.0,2.0,5.0,15.0,9.0,1.0,0.0,8.0,13.0,14.0,9.0,6.0,15.0,5.0,7.0,380.0,524.0,284.0,437.0,30.0,29.0,5.0,4.0,8.0,11.0,51.0,52.0,19.0,11.0,16.0,18.0,1.0,3.0,12,1
326,Leeds United,Liverpool,1.0,1.0,62.0,38.0,12.0,17.0,5.0,7.0,4.0,6.0,3.0,4.0,10.0,8.0,7.0,15.0,0.0,0.0,14.0,6.0,12.0,7.0,12.0,12.0,0.0,5.0,525.0,322.0,440.0,250.0,41.0,23.0,4.0,4.0,12.0,7.0,60.0,38.0,11.0,10.0,23.0,15.0,10.0,10.0,18,1
351,Manchester United,Liverpool,2.0,4.0,53.0,47.0,18.0,17.0,3.0,8.0,8.0,5.0,7.0,4.0,6.0,4.0,10.0,12.0,0.0,0.0,10.0,9.0,8.0,10.0,13.0,14.0,5.0,3.0,511.0,454.0,403.0,358.0,32.0,15.0,8.0,2.0,12.0,7.0,60.0,44.0,16.0,12.0,22.0,16.0,9.0,12.0,3,1
303,Arsenal,Liverpool,0.0,3.0,36.0,64.0,3.0,16.0,2.0,7.0,0.0,6.0,1.0,3.0,1.0,2.0,10.0,10.0,0.0,0.0,10.0,10.0,8.0,1.0,2.0,9.0,1.0,7.0,395.0,703.0,300.0,608.0,20.0,28.0,1.0,7.0,6.0,13.0,50.0,60.0,13.0,19.0,21.0,18.0,7.0,6.0,8,1
174,Southampton,Liverpool,1.0,0.0,33.0,67.0,7.0,17.0,3.0,1.0,3.0,11.0,1.0,5.0,1.0,10.0,5.0,12.0,0.0,0.0,12.0,3.0,14.0,3.0,1.0,12.0,6.0,5.0,352.0,675.0,233.0,543.0,25.0,44.0,0.0,15.0,12.0,14.0,56.0,54.0,14.0,21.0,18.0,16.0,16.0,11.0,11,1
162,Newcastle United,Liverpool,0.0,0.0,27.0,73.0,8.0,11.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,12.0,9.0,13.0,0.0,0.0,13.0,9.0,7.0,5.0,5.0,6.0,3.0,5.0,241.0,661.0,159.0,571.0,16.0,47.0,4.0,8.0,4.0,7.0,56.0,53.0,20.0,27.0,19.0,10.0,14.0,15.0,13,1
18,Chelsea,Liverpool,0.0,2.0,39.0,61.0,5.0,18.0,3.0,6.0,2.0,9.0,0.0,3.0,1.0,11.0,10.0,6.0,1.0,0.0,6.0,8.0,10.0,2.0,3.0,10.0,2.0,8.0,488.0,764.0,412.0,681.0,35.0,32.0,2.0,4.0,16.0,12.0,50.0,37.0,11.0,3.0,17.0,14.0,11.0,8.0,4,1
239,Leicester City,Liverpool,3.0,1.0,38.0,62.0,11.0,15.0,6.0,4.0,4.0,3.0,1.0,8.0,2.0,12.0,7.0,6.0,0.0,0.0,6.0,6.0,5.0,4.0,8.0,11.0,3.0,4.0,357.0,561.0,247.0,465.0,18.0,20.0,2.0,2.0,13.0,22.0,53.0,63.0,11.0,12.0,23.0,23.0,17.0,14.0,5,1
41,Aston Villa,Liverpool,7.0,2.0,30.0,70.0,18.0,14.0,11.0,8.0,4.0,1.0,3.0,5.0,2.0,7.0,7.0,10.0,0.0,0.0,10.0,7.0,4.0,5.0,13.0,10.0,5.0,4.0,285.0,650.0,194.0,554.0,33.0,31.0,2.0,2.0,11.0,13.0,49.0,49.0,13.0,15.0,15.0,14.0,12.0,12.0,17,1
288,Wolverhampton,Liverpool,0.0,1.0,53.0,47.0,10.0,12.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,17.0,10.0,0.0,0.0,10.0,16.0,10.0,3.0,8.0,9.0,2.0,3.0,508.0,467.0,402.0,354.0,44.0,16.0,6.0,3.0,11.0,10.0,63.0,59.0,24.0,19.0,18.0,14.0,21.0,14.0,7,1
128,Fulham,Brighton,0.0,0.0,46.0,54.0,9.0,9.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,8.0,15.0,11.0,0.0,0.0,10.0,14.0,6.0,6.0,7.0,5.0,2.0,4.0,426.0,481.0,312.0,348.0,21.0,40.0,1.0,4.0,13.0,9.0,52.0,53.0,13.0,15.0,16.0,16.0,17.0,11.0,18,15
47,Crystal Palace,Brighton,1.0,1.0,34.0,66.0,1.0,20.0,1.0,3.0,0.0,9.0,0.0,8.0,2.0,5.0,13.0,13.0,0.0,1.0,13.0,12.0,17.0,3.0,1.0,12.0,0.0,8.0,280.0,544.0,193.0,449.0,14.0,29.0,2.0,7.0,6.0,10.0,58.0,55.0,20.0,18.0,19.0,15.0,3.0,7.0,14,15
227,Liverpool,Brighton,0.0,1.0,63.0,37.0,11.0,13.0,1.0,4.0,4.0,7.0,6.0,2.0,5.0,3.0,12.0,6.0,0.0,0.0,6.0,12.0,9.0,8.0,5.0,12.0,6.0,1.0,697.0,404.0,599.0,302.0,19.0,30.0,3.0,6.0,6.0,4.0,32.0,47.0,9.0,18.0,12.0,13.0,12.0,15.0,1,15
150,West Ham,Brighton,2.0,2.0,44.0,56.0,11.0,13.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,6.0,8.0,0.0,0.0,8.0,5.0,11.0,7.0,8.0,8.0,3.0,5.0,423.0,574.0,325.0,468.0,29.0,41.0,5.0,3.0,6.0,10.0,51.0,42.0,23.0,16.0,14.0,11.0,13.0,12.0,16,15
260,West Bromwich Albion,Brighton,1.0,0.0,30.0,70.0,6.0,15.0,2.0,6.0,3.0,7.0,1.0,2.0,7.0,4.0,11.0,13.0,0.0,0.0,11.0,8.0,9.0,8.0,4.0,10.0,2.0,5.0,230.0,553.0,142.0,453.0,12.0,14.0,3.0,1.0,8.0,8.0,53.0,51.0,21.0,14.0,13.0,21.0,14.0,9.0,18,15
69,Tottenham,Brighton,2.0,1.0,43.0,57.0,9.0,6.0,3.0,2.0,6.0,2.0,0.0,2.0,4.0,5.0,14.0,13.0,0.0,0.0,11.0,13.0,5.0,5.0,5.0,5.0,4.0,1.0,387.0,503.0,294.0,406.0,24.0,27.0,2.0,4.0,2.0,6.0,46.0,44.0,17.0,12.0,16.0,13.0,10.0,7.0,6,15
336,Sheffield United,Brighton,1.0,0.0,32.0,68.0,7.0,17.0,3.0,4.0,1.0,8.0,3.0,5.0,2.0,12.0,13.0,7.0,0.0,0.0,6.0,13.0,12.0,2.0,5.0,12.0,2.0,5.0,295.0,640.0,200.0,556.0,14.0,42.0,1.0,6.0,9.0,21.0,49.0,60.0,10.0,16.0,24.0,10.0,6.0,8.0,18,15
230,Burnley,Brighton,1.0,1.0,55.0,45.0,20.0,10.0,7.0,2.0,7.0,6.0,6.0,2.0,8.0,7.0,8.0,10.0,0.0,0.0,9.0,8.0,6.0,11.0,12.0,5.0,8.0,5.0,444.0,379.0,353.0,287.0,33.0,20.0,6.0,3.0,11.0,4.0,59.0,40.0,31.0,22.0,8.0,7.0,6.0,10.0,10,15
178,Manchester City,Brighton,1.0,0.0,65.0,35.0,16.0,5.0,6.0,1.0,4.0,3.0,6.0,1.0,8.0,4.0,4.0,12.0,0.0,0.0,11.0,4.0,4.0,12.0,13.0,2.0,3.0,3.0,726.0,384.0,652.0,298.0,33.0,20.0,4.0,1.0,18.0,11.0,61.0,46.0,16.0,10.0,16.0,21.0,13.0,11.0,2,15
33,Everton,Brighton,4.0,2.0,43.0,57.0,11.0,11.0,6.0,3.0,2.0,3.0,3.0,5.0,3.0,10.0,13.0,14.0,0.0,0.0,13.0,12.0,8.0,3.0,6.0,6.0,5.0,5.0,474.0,618.0,404.0,526.0,21.0,18.0,4.0,1.0,9.0,16.0,51.0,52.0,9.0,4.0,20.0,20.0,26.0,9.0,12,15
189,Leeds United,Brighton,0.0,1.0,67.0,33.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,8.0,9.0,0.0,0.0,9.0,8.0,10.0,11.0,4.0,5.0,3.0,2.0,601.0,305.0,497.0,211.0,16.0,27.0,5.0,0.0,18.0,9.0,54.0,40.0,14.0,14.0,13.0,10.0,10.0,13.0,18,15
307,Manchester United,Brighton,2.0,1.0,58.0,42.0,15.0,5.0,7.0,3.0,6.0,0.0,2.0,2.0,5.0,6.0,14.0,7.0,0.0,0.0,7.0,13.0,5.0,9.0,9.0,5.0,6.0,0.0,604.0,436.0,510.0,336.0,20.0,13.0,4.0,3.0,12.0,8.0,50.0,48.0,18.0,7.0,13.0,20.0,13.0,19.0,3,15
382,Arsenal,Brighton,2.0,0.0,54.0,46.0,16.0,5.0,5.0,1.0,7.0,3.0,4.0,1.0,11.0,3.0,10.0,8.0,0.0,0.0,8.0,10.0,8.0,6.0,7.0,2.0,9.0,3.0,565.0,489.0,498.0,424.0,24.0,32.0,5.0,0.0,6.0,3.0,35.0,33.0,7.0,4.0,14.0,17.0,5.0,13.0,8,15
284,Southampton,Brighton,1.0,2.0,59.0,41.0,9.0,8.0,4.0,6.0,1.0,0.0,4.0,2.0,4.0,5.0,11.0,10.0,0.0,0.0,10.0,11.0,10.0,4.0,5.0,5.0,4.0,3.0,492.0,330.0,392.0,226.0,29.0,31.0,3.0,2.0,5.0,5.0,45.0,59.0,17.0,19.0,13.0,24.0,11.0,11.0,11,15
17,Newcastle United,Brighton,0.0,3.0,47.0,53.0,6.0,13.0,0.0,6.0,4.0,6.0,2.0,1.0,7.0,1.0,16.0,15.0,0.0,1.0,15.0,15.0,8.0,6.0,3.0,6.0,3.0,7.0,386.0,444.0,296.0,358.0,26.0,39.0,2.0,1.0,2.0,2.0,47.0,40.0,21.0,15.0,10.0,8.0,9.0,11.0,13,15
327,Chelsea,Brighton,0.0,0.0,64.0,36.0,7.0,11.0,4.0,2.0,2.0,4.0,1.0,5.0,0.0,3.0,8.0,9.0,0.0,1.0,8.0,8.0,7.0,7.0,6.0,5.0,1.0,6.0,740.0,410.0,654.0,313.0,13.0,28.0,3.0,0.0,15.0,6.0,41.0,53.0,10.0,14.0,8.0,25.0,10.0,15.0,4,15
122,Leicester City,Brighton,3.0,0.0,54.0,46.0,15.0,12.0,6.0,4.0,5.0,4.0,4.0,4.0,9.0,5.0,9.0,10.0,0.0,0.0,10.0,8.0,4.0,8.0,13.0,6.0,2.0,6.0,539.0,455.0,469.0,372.0,40.0,34.0,3.0,3.0,9.0,10.0,45.0,53.0,15.0,10.0,12.0,25.0,14.0,15.0,5,15
83,Aston Villa,Brighton,1.0,2.0,55.0,45.0,15.0,7.0,4.0,3.0,6.0,3.0,5.0,1.0,12.0,3.0,5.0,18.0,0.0,1.0,18.0,5.0,5.0,12.0,8.0,6.0,7.0,1.0,457.0,385.0,381.0,313.0,16.0,26.0,5.0,3.0,8.0,2.0,44.0,37.0,11.0,12.0,7.0,18.0,7.0,9.0,17,15
357,Wolverhampton,Brighton,2.0,1.0,61.0,39.0,16.0,5.0,6.0,3.0,3.0,1.0,7.0,1.0,10.0,5.0,12.0,7.0,0.0,2.0,7.0,11.0,9.0,8.0,9.0,5.0,7.0,0.0,569.0,373.0,506.0,307.0,32.0,31.0,1.0,3.0,12.0,10.0,38.0,54.0,5.0,18.0,14.0,15.0,9.0,12.0,7,15
145,Fulham,Southampton,0.0,0.0,47.0,53.0,10.0,3.0,1.0,2.0,4.0,1.0,5.0,0.0,6.0,3.0,15.0,12.0,0.0,0.0,11.0,13.0,8.0,3.0,7.0,1.0,3.0,2.0,331.0,396.0,238.0,285.0,26.0,21.0,4.0,1.0,12.0,9.0,67.0,72.0,20.0,16.0,24.0,34.0,15.0,19.0,18,11
1,Crystal Palace,Southampton,1.0,0.0,29.0,71.0,5.0,9.0,3.0,5.0,2.0,3.0,0.0,1.0,7.0,3.0,14.0,11.0,0.0,0.0,10.0,14.0,6.0,7.0,5.0,7.0,0.0,2.0,236.0,580.0,121.0,458.0,19.0,33.0,8.0,3.0,10.0,6.0,65.0,77.0,30.0,30.0,15.0,28.0,12.0,9.0,14,11
356,Liverpool,Southampton,2.0,0.0,54.0,46.0,14.0,12.0,6.0,6.0,5.0,4.0,3.0,2.0,8.0,4.0,10.0,6.0,0.0,0.0,6.0,10.0,4.0,9.0,12.0,6.0,2.0,6.0,557.0,480.0,486.0,401.0,41.0,32.0,5.0,3.0,10.0,9.0,48.0,44.0,17.0,7.0,15.0,18.0,8.0,6.0,1,11
390,West Ham,Southampton,3.0,0.0,37.0,63.0,14.0,17.0,7.0,5.0,6.0,8.0,1.0,4.0,2.0,3.0,5.0,9.0,0.0,0.0,9.0,5.0,12.0,6.0,11.0,11.0,3.0,6.0,300.0,534.0,207.0,431.0,25.0,10.0,3.0,4.0,7.0,9.0,46.0,48.0,18.0,11.0,12.0,23.0,10.0,7.0,16,11
